137743,139026,27,"+","ACICU_00123","Glycine/D-amino acid oxidase (deaminating)"
139047,140150,27,"+","ACICU_00124","Alanine racemase"
140161,140520,28,"+","ACICU_00125","putative translation initiation inhibitor, yjgF family"
140683,142122,28,"+","ACICU_00126","D-serine/D-alanine/glycine transport protein"
142493,143923,28,"+","ACICU_00127","Gamma-aminobutyrate permease"
143981,144862,28,"-","ACICU_00128","Transcriptional regulator"
145010,146545,29,"+","ACICU_00129","NAD-dependent aldehyde dehydrogenase"
146557,147447,29,"+","ACICU_00130","3-hydroxyisobutyrate dehydrogenase"
147529,149178,29,"+","ACICU_00131","Acyl-coenzyme A synthetases/AMP-(fatty) acid ligase"
149190,150317,29,"+","ACICU_00132","Acyl-CoA dehydrogenase"
150339,151112,30,"+","ACICU_00133","FadB1x"
151125,152150,30,"+","ACICU_00134","Enoyl-CoA hydratase/carnithine racemase"
152269,153621,30,"+","ACICU_00135","Permease of the major facilitator superfamily"
153677,154228,30,"-","ACICU_00136","N-acyl-L-homoserine lactone synthetase"
154307,154723,30,"-","ACICU_00137","hypothetical protein"
155484,156200,31,"+","ACICU_00138","DNA-binding HTH domain-containing protein"
156862,158751,31,"+","ACICU_00139","Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II"
158784,160577,31,"+","ACICU_00140","Acyl-CoA dehydrogenase"
160574,160834,32,"+","ACICU_00141","polyketide synthase module"
160831,164790,32,"+","ACICU_00142","Non-ribosomal peptide synthetase protein"
164815,168465,32,"+","ACICU_00143","predicted exporter of the RND superfamily"
168462,169736,33,"+","ACICU_00144","hypothetical protein"
169790,171655,33,"+","ACICU_00145","putative NAD dependent epimerase/dehydratase family protein"
171810,172412,34,"+","ACICU_00146","Phosphopantetheinyl transferase"
172813,173121,34,"+","ACICU_00147","stress-induced morphogen"
173133,173525,34,"+","ACICU_00148","putative membrane protein"
173602,174444,34,"+","ACICU_00149","ATPase"
174455,174841,34,"+","ACICU_00150","hypothetical protein"
175057,175647,35,"+","ACICU_00151","putative threonine efflux protein"
175655,176296,35,"-","ACICU_00152","uncharacterized membrane-associated protein"
176490,176927,35,"+","ACICU_00153","predicted membrane protein"
176986,178215,35,"-","ACICU_00154","uncharacterized protein conserved in bacteria"
178591,180159,35,"+","ACICU_00155","GMP synthase, PP-ATPase domain/subunit"
180225,181013,36,"+","ACICU_00156","predicted nucleotidyltransferase"
181211,181762,36,"+","ACICU_00157","predicted transcriptional regulator"
181824,182129,36,"+","ACICU_00158","hypothetical protein"
182286,183233,36,"+","ACICU_00159","Pirin-related protein"
183230,183637,36,"+","ACICU_00160","predicted redox protein, regulator of disulfide bond formation"
183749,184417,36,"+","ACICU_00161","Glutathione S-transferase"
184461,185087,36,"-","ACICU_00162","Cell division protein"
185241,187031,37,"-","ACICU_00163","Arginyl-tRNA synthetase"
187527,189224,37,"+","ACICU_00164","Malic enzyme"
189270,190190,37,"-","ACICU_00165","predicted iron-dependent peroxidase"
190348,190974,38,"+","ACICU_00166","putative threonine efflux protein"
190976,191785,38,"-","ACICU_00167","high affinity Zn transport protein (ABC superfamily, membrane)"
191789,192568,38,"-","ACICU_00168","high affinity Zn transport protein (ABC superfamily, atp_bind)"
192550,193047,38,"-","ACICU_00169","Fe2+/Zn2+ uptake regulation protein"
193175,194014,38,"+","ACICU_00170","ABC-type Zn2+ transport system, periplasmic component/surface adhesin"
194184,194582,38,"+","ACICU_00171","F0F1-type ATP synthase, subunit I"
194687,195562,38,"+","ACICU_00172","F0F1-type ATP synthase, subunit a"
195647,195892,39,"+","ACICU_00173","F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K"
195931,196401,39,"+","ACICU_00174","F0F1-type ATP synthase, subunit b"
196414,196950,39,"+","ACICU_00175","F0F1-type ATP synthase, delta subunit"
196997,198541,39,"+","ACICU_00176","F0F1-type ATP synthase, alpha subunit"
198619,199488,39,"+","ACICU_00177","F0F1-type ATP synthase, gamma subunit"
199519,200913,39,"+","ACICU_00178","F0F1-type ATP synthase, beta subunit"
200931,201350,40,"+","ACICU_00179","F0F1-type ATP synthase, epsilon subunit"
201499,201981,40,"+","ACICU_00180","hypothetical protein"
202030,202629,40,"-","ACICU_00181","hypothetical protein"
202774,203319,40,"-","ACICU_00182","Glutathione peroxidase"
203442,204206,40,"-","ACICU_00183","AraC-type DNA-binding domain-containing protein"
204228,205442,40,"-","ACICU_00184","Arabinose efflux permease"
205588,206229,41,"+","ACICU_00185","Transcriptional regulator"
206335,207255,41,"+","ACICU_00186","Permease of the drug/metabolite transporter (DMT) superfamily"
207648,208217,41,"-","ACICU_00187","putative translation factor (SUA5)"
208268,209398,41,"-","ACICU_00188","predicted Rossmann fold nucleotide-binding protein"
209419,210573,41,"-","ACICU_00189","uncharacterized protein containing LysM domain"
210696,211226,42,"+","ACICU_00190","N-formylmethionyl-tRNA deformylase"
211263,211691,42,"+","ACICU_00191","hypothetical protein"
211764,213878,42,"+","ACICU_00192","Outer membrane receptor protein, mostly Fe transport"
213932,214096,42,"+","ACICU_00193","hypothetical protein"
214209,215423,42,"-","ACICU_00194","hypothetical protein"
215511,216098,43,"+","ACICU_00195","Transcriptional regulator"
216215,221976,43,"+",,"rDNA"
222114,222656,44,"+","ACICU_00196","putative acetyltransferase"
222862,223860,44,"+","ACICU_00197","Cysteine synthase"
223916,224404,44,"-","ACICU_00198","soluble lytic murein transglycosylase, related regulatory protein"
224830,225396,44,"-","ACICU_00199","Multimeric flavodoxin WrbA"
225413,225898,45,"-","ACICU_00200","hypothetical protein"
225980,226384,45,"+","ACICU_00201","predicted transcriptional regulator"
226532,227791,45,"+","ACICU_00202","uncharacterized protein conserved in bacteria"
228006,230384,45,"+","ACICU_00203","Fe-S oxidoreductase"
230698,231198,46,"+","ACICU_00204","hypothetical protein"
231345,231698,46,"-","ACICU_00205","putative translation initiation inhibitor, yjgF family"
232019,233074,46,"-","ACICU_00206","Nucleotidyltransferase/DNA polymerase"
233076,233834,46,"-","ACICU_00207","Lyzozyme M1 (1,4-beta-N-acetylmuramidase)"
233912,235303,46,"-","ACICU_00208","Permease of the major facilitator superfamily"
235512,236135,47,"-","ACICU_00209","predicted Rossmann fold nucleotide-binding protein"
236462,238054,47,"+","ACICU_00210","Membrane protein TerC"
238126,238593,47,"+","ACICU_00211","uncharacterized protein conserved in bacteria"
238639,239283,47,"+","ACICU_00212","predicted membrane protein"
239366,240685,47,"+","ACICU_00213","Permease of the major facilitator superfamily"
240839,243058,48,"+","ACICU_00214","Type topoisomerase IV (DNA gyrase/topo IV)"
243356,245035,48,"+","ACICU_00215","Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II"
245073,245456,49,"-","ACICU_00216","putative membrane protein"
245551,245961,49,"+","ACICU_00217","predicted membrane protein"
246089,246616,49,"+","ACICU_00218","Inorganic pyrophosphatase"
246723,248132,49,"-","ACICU_00219","putative outer membrane protein"
248835,248966,49,"+","ACICU_00220","putative transposase"
249114,249566,49,"-","ACICU_00221","TnpM"
249667,250680,49,"-","ACICU_00222","integrase"
250782,251414,50,"+","ACICU_00223","aminoglycoside 6'-N-acetyl transferase type Ib"
251178,251423,50,"-","ACICU_00224","hypothetical 8.8 kDa protein"
251553,251876,50,"+","ACICU_00225","hypothetical protein"
251962,252762,50,"+","ACICU_00226","Beta-lactamase class D"
253002,253349,50,"+","ACICU_00227","Membrane transporter of cations and cationic drugs"
253343,254182,50,"+","ACICU_00228","Dihydropteroate synthase"
254379,254810,50,"+","ACICU_00229","putative puromycin N-acetyltransferase protein"
255118,255462,51,"+","ACICU_00230","hypothetical protein"
255477,255962,51,"+","ACICU_00231","site-specific recombinase, DNA invertase Pin protein"
256168,256551,51,"+","ACICU_00232","hypothetical protein"
256608,256871,51,"-","ACICU_00233","conjugation TrbI family protein"
256993,257400,51,"-","ACICU_00234","predicted transcriptional regulator"
257496,258392,51,"+","ACICU_00235","Heavy metal detoxification protein"
258396,258908,51,"+","ACICU_00236","Lipoprotein signal peptidase"
259767,260219,51,"+","ACICU_00237","putative Il-IS_2, transposase"
260255,260605,52,"-","ACICU_00238","Universal stress protein UspA"
260620,262107,52,"-","ACICU_00239","Sulfate permease, related transporter (MFS superfamily)"
262402,264198,52,"-","ACICU_00240","hypothetical protein"
264281,265138,52,"-","ACICU_00241","predicted ATPase with chaperone activity"
265204,265431,53,"-","ACICU_00242","hypothetical protein"
265712,266050,53,"+","ACICU_00243","Nitrogen regulatory protein PII"
266108,267505,53,"+","ACICU_00244","Ammonia permease"
267663,268121,53,"+","ACICU_00245","predicted transcriptional regulator, consists of a Zn-ribbon and ATP-cone domains"
268137,269222,53,"+","ACICU_00246","Pyrimidine deaminase"
269333,270511,53,"+","ACICU_00247","Adenine-specific DNA methylase"
270554,271213,54,"+","ACICU_00248","Riboflavin synthase alpha chain"
271273,271491,54,"-","ACICU_00249","hypothetical protein"
271622,272257,54,"-","ACICU_00250","hypothetical protein"
272299,272706,54,"-","ACICU_00251","DNA polymerase III, chi subunit"
272699,274147,54,"-","ACICU_00252","Leucyl aminopeptidase"
274291,275391,54,"+","ACICU_00253","predicted permease"
275391,276461,55,"+","ACICU_00254","predicted permease"
276587,278134,55,"+","ACICU_00255","Phosphoglyceromutase"
278150,279334,55,"+","ACICU_00256","Periplasmic protease"
279338,280759,55,"-","ACICU_00257","Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domain"
280784,282307,56,"-","ACICU_00258","Signal transduction histidine kinase"
282363,282998,56,"-","ACICU_00259","Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain"
283235,284257,56,"+","ACICU_00260","D-alanyl-D-alanine carboxypeptidase"
284364,285503,56,"-","ACICU_00261","Threonine synthase"
285559,286872,57,"-","ACICU_00262","Homoserine dehydrogenase"
287105,287920,57,"-","ACICU_00263","Protein-disulfide isomerase"
288067,288987,57,"-","ACICU_00264","Site-specific recombinase XerD"
289095,289394,57,"+","ACICU_00265","Fe2+ transport system protein A"
289391,291244,57,"+","ACICU_00266","Fe2+ transport system protein B"
291265,291516,58,"+","ACICU_00267","hypothetical protein"
291677,293023,58,"+","ACICU_00268","UDP-N-acetylmuramoylalanine-D-glutamate ligase"
293048,294244,58,"+","ACICU_00269","Bacterial cell division membrane protein"
294294,295226,58,"-","ACICU_00270","Glutamyl- and glutaminyl-tRNA synthetase"
295229,295765,59,"-","ACICU_00271","DnaK suppressor protein"
295976,296788,59,"-","ACICU_00272","predicted phosphohydrolase"
296793,297419,59,"-","ACICU_00273","NTP pyrophosphohydrolase including oxidative damage repair enzymes"
297495,299372,59,"-","ACICU_00274","Thiamine biosynthesisprotein ThiC"
299631,300695,59,"-","ACICU_00275","hypothetical protein"
300821,301402,60,"+","ACICU_00276","Transcriptional regulator"
301395,302300,60,"+","ACICU_00277","Permease of the drug/metabolite transporter (DMT) superfamily"
302396,303727,60,"+","ACICU_00278","Outer membrane protein"
303853,304557,60,"+","ACICU_00279","Phosphate uptake regulator"
304871,305140,60,"-","ACICU_00280","Fe-S cluster protector protein"
305150,306583,61,"-","ACICU_00281","Argininosuccinate lyase"
306574,307713,61,"+","ACICU_00282","predicted signal transduction protein with a C-terminal ATPase domain"
307780,308514,61,"+","ACICU_00283","Response regulator of the LytR/AlgR family"
308603,309532,61,"+","ACICU_00284","Porphobilinogen deaminase"
309537,310304,61,"+","ACICU_00285","Uroporphyrinogen-III synthase"
310313,311152,62,"+","ACICU_00286","hypothetical protein"
311162,312352,62,"+","ACICU_00287","hypothetical protein"
312360,312800,62,"+","ACICU_00288","predicted thioesterase"
312995,313321,62,"+","ACICU_00289","putative DNA binding protein"
313654,314397,62,"+","ACICU_00290","putative general secretion pathway protein"
314397,315233,62,"+","ACICU_00291","putative general secretion pathway protein"
315275,317551,63,"+","ACICU_00292","Type II secretory pathway, component PulD"
317592,318221,63,"+","ACICU_00293","hypothetical protein"
318287,318955,63,"+","ACICU_00294","predicted phosphatase"
319064,320557,63,"+","ACICU_00295","Anthranilate/para-aminobenzoate synthase component I"
321237,321839,64,"+","ACICU_00296","truncated elongation factor EF-Tu"
322638,323078,64,"+","ACICU_00297","Preprotein translocase subunit SecE"
323086,323619,64,"+","ACICU_00298","Transcription antiterminator"
323728,324156,64,"+","ACICU_00299","50S ribosomal protein L11"
324226,324855,64,"+","ACICU_00300","ribosomal protein L1"
325175,325681,65,"+","ACICU_00301","Ribosomal protein L10"
325724,326095,65,"+","ACICU_00302","50S ribosomal protein"
326400,330488,65,"+","ACICU_00303","DNA-directed RNA polymerase, beta subunit/140 kD subunit"
330575,334768,66,"+","ACICU_00304","DNA-directed RNA polymerase, beta' subunit/160 kD subunit"
334936,335301,66,"+","ACICU_00305","hypothetical protein"
335515,335871,67,"+","ACICU_00306","hypothetical protein"
335900,336397,67,"-","ACICU_00307","hypothetical protein"
336521,337393,67,"+","ACICU_00308","predicted hydrolase or acyltransferase (alpha/beta hydrolase superfamily)"
337498,338922,67,"+","ACICU_00309","predicted permease"
339247,339828,67,"+","ACICU_00310","Outer membrane protein W"
340013,340366,68,"+","ACICU_00311","uncharacterized protein conserved in bacteria, putative lipoprotein"
340469,342388,68,"+","ACICU_00312","Molecular chaperone, HSP90 family"
342472,343374,68,"-","ACICU_00313","hypothetical protein"
343496,344635,68,"-","ACICU_00314","hypothetical protein"
344994,345698,68,"-","ACICU_00315","predicted dithiol-disulfide isomerase"
345980,346633,69,"+","ACICU_00316","hypothetical protein"
346654,347061,69,"-","ACICU_00317","predicted transcriptional regulator"
347179,347736,69,"+","ACICU_00318","predicted esterase of the alpha/beta hydrolase fold"
347805,348488,69,"-","ACICU_00319","hypothetical protein"
348797,349339,69,"+","ACICU_00320","hypothetical protein"
349336,350508,69,"-","ACICU_00321","Acetyl-CoA acetyltransferase"
350521,352674,70,"-","ACICU_00322","3-hydroxyacyl-CoA dehydrogenase"
353246,354160,70,"+","ACICU_00323","Aspartyl/asparaginyl beta-hydroxylase"
354508,354879,70,"-","ACICU_00324","hypothetical protein"
355020,355550,71,"+","ACICU_00325","hypothetical protein"
355675,357483,71,"+","ACICU_00326","Nuclease subunit of the excinuclease complex"
357604,358398,71,"+","ACICU_00327","Acyl-CoA thioesterase"
358517,359104,71,"+","ACICU_00328","Phosphatidylglycerophosphate synthase"
359227,360081,71,"+","ACICU_00329","Methylated DNA-protein cysteine methyltransferase"
360078,360689,72,"+","ACICU_00330","Alkylated DNA repair protein"
360883,361656,72,"-","ACICU_00331","Transcriptional regulator"
362152,364251,72,"+","ACICU_00332","predicted membrane protein"
364244,364450,72,"+","ACICU_00333","hypothetical protein"
364490,365491,72,"+","ACICU_00334","Multidrug resistance efflux pump"
365548,365988,73,"-","ACICU_00335","predicted endonuclease"
365988,366542,73,"-","ACICU_00336","putative transcriptional regulator"
366669,368336,73,"-","ACICU_00337","ATPase"
368451,369761,73,"+","ACICU_00338","hypothetical protein"
369838,370164,73,"+","ACICU_00339","uncharacterized protein conserved in bacteria"
370266,371015,74,"+","ACICU_00340","rRNA methylase"
371051,371965,74,"+","ACICU_00341","Permease of the drug/metabolite transporter (DMT) superfamily"
371962,372558,74,"-","ACICU_00342","Dephospho-CoA kinase"
372560,373420,74,"-","ACICU_00343","Type II secretory pathway, prepilin signal peptidase PulO"
373420,374646,74,"-","ACICU_00344","Type II secretory pathway, component PulF"
374676,376388,74,"-","ACICU_00345","Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB"
376680,377474,75,"+","ACICU_00346","Triosephosphate isomerase"
377487,377816,75,"+","ACICU_00347","Preprotein translocase subunit SecG"
378458,378982,75,"+","ACICU_00348","uncharacterized protein conserved in bacteria"
379020,380504,75,"+","ACICU_00349","Transcription elongation factor"
380515,383214,76,"+","ACICU_00350","Translation initiation factor 2 (IF-2"
383214,383615,76,"+","ACICU_00351","Ribosome-binding factor A"
383672,384076,76,"-","ACICU_00352","Multisubunit Na+/H+ antiporter, MnhG subunit"
384089,384364,76,"-","ACICU_00353","multicomponent K+:H+ antiporter subunit F"
384361,384888,76,"-","ACICU_00354","Multisubunit Na+/H+ antiporter, MnhE subunit"
384891,386702,76,"-","ACICU_00355","Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit"
386702,387070,77,"-","ACICU_00356","Multisubunit Na+/H+ antiporter, MnhC subunit"
387067,389904,77,"-","ACICU_00357","NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit"
390231,391613,78,"-","ACICU_00358","predicted ATP-binding protein"
391637,393139,78,"-","ACICU_00359","Superfamily I DNA and RNA helicase"
393149,393922,78,"-","ACICU_00360","Phosphoribosyl-AMP cyclohydrolase"
394076,395389,78,"-","ACICU_00361","2-polyprenyl-6-methoxyphenol hydroxylase"
395513,397132,79,"-","ACICU_00362","predicted unusual protein kinase"
397145,397813,79,"-","ACICU_00363","conserved hypothetical protein"
397825,398772,79,"-","ACICU_00364","Methylase"
398921,399628,79,"-","ACICU_00365","hypothetical protein"
399836,401254,79,"+","ACICU_00366","uncharacterized conserved protein"
401277,401783,80,"-","ACICU_00367","hypothetical protein"
401955,405590,80,"+","ACICU_00368","Exonuclease V gamma subunit"
405594,409292,81,"+","ACICU_00369","ATP-dependent exoDNAse (exonuclease V) beta subunit"
409401,411152,81,"+","ACICU_00370","ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member"
411869,413167,82,"-","ACICU_00371","Beta-lactamase class C"
413380,413649,82,"+","ACICU_00372","30S ribosomal protein S15"
413901,415994,82,"+","ACICU_00373","Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)"
416206,417291,83,"+","ACICU_00374","Mg2+ and Co2+ transporter"
417538,417867,83,"-","ACICU_00375","hypothetical protein"
417879,418835,83,"-","ACICU_00376","DnaJ-class molecular chaperone"
418986,419597,83,"-","ACICU_00377","putative threonine efflux protein"
419736,420611,83,"-","ACICU_00378","Disulfide bond chaperones of the HSP33 family"
420777,422618,84,"-","ACICU_00379","Kef-type K+ transport system, membrane component"
422695,424923,84,"-","ACICU_00380","Primosomal protein N' (replication factor Y) - superfamily II helicase"
425072,426277,85,"+","ACICU_00381","Type II secretory pathway, component PulF"
426301,426882,85,"+","ACICU_00382","Type II secretory pathway, pseudopilin PulG"
427149,427493,85,"+","ACICU_00383","putative membrane protein"
427638,427976,85,"+","ACICU_00384","EMAP domain protein"
427978,429537,85,"-","ACICU_00385","Apolipoprotein N-acyltransferase"
429534,430373,85,"-","ACICU_00386","putative Mg2+ and Co2+ transporter CorC"
430558,430815,86,"+","ACICU_00387","predicted redox protein, regulator of disulfide bond formation"
430911,432623,86,"-","ACICU_00388","Dehydrogenase (flavoprotein)"
432840,433421,86,"+","ACICU_00389","uncharacterized protein conserved in bacteria"
433470,434336,86,"+","ACICU_00390","Glutamate racemase"
434457,435461,86,"+","ACICU_00391","uncharacterized protein conserved in bacteria"
435535,436551,87,"+","ACICU_00392","Protoheme ferro-lyase (ferrochelatase)"
436575,437219,87,"+","ACICU_00393","Zn-dependent hydrolase, including glyoxylase"
437216,437410,87,"-","ACICU_00394","putative zinc-binding protein"
437504,438136,87,"+","ACICU_00395","putative methyltransferase"
